"","nome.y","nome.x","minuto","time2","time1","X.x","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","vencedor","X.y","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","X","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2"
"20","Wigan","Bolton",20,1071,355,20,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"21","Wigan","Bolton",21,1071,355,21,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"22","Wigan","Bolton",22,1071,355,22,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"23","Wigan","Bolton",23,1071,355,23,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"24","Wigan","Bolton",24,1071,355,24,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"25","Wigan","Bolton",25,1071,355,25,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"26","Wigan","Bolton",26,1071,355,26,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"27","Wigan","Bolton",27,1071,355,27,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"28","Wigan","Bolton",28,1071,355,28,0,0,1,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"29","Wigan","Bolton",29,1071,355,29,0,0,2,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"30","Wigan","Bolton",30,1071,355,30,0,0,2,1,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"31","Wigan","Bolton",31,1071,355,31,0,0,2,2,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"32","Wigan","Bolton",32,1071,355,32,0,0,2,2,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"33","Wigan","Bolton",33,1071,355,33,0,0,2,2,0,0,0,0,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"34","Wigan","Bolton",34,1071,355,34,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"35","Wigan","Bolton",35,1071,355,35,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"36","Wigan","Bolton",36,1071,355,36,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"37","Wigan","Bolton",37,1071,355,37,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"38","Wigan","Bolton",38,1071,355,38,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"39","Wigan","Bolton",39,1071,355,39,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"40","Wigan","Bolton",40,1071,355,40,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"41","Wigan","Bolton",41,1071,355,41,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"42","Wigan","Bolton",42,1071,355,42,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"43","Wigan","Bolton",43,1071,355,43,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"44","Wigan","Bolton",44,1071,355,44,0,0,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"45","Wigan","Bolton",45,1071,355,45,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"46","Wigan","Bolton",46,1071,355,46,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"47","Wigan","Bolton",47,1071,355,47,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"48","Wigan","Bolton",48,1071,355,48,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"49","Wigan","Bolton",49,1071,355,49,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"50","Wigan","Bolton",50,1071,355,50,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"51","Wigan","Bolton",51,1071,355,51,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"52","Wigan","Bolton",52,1071,355,52,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"53","Wigan","Bolton",53,1071,355,53,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"54","Wigan","Bolton",54,1071,355,54,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"55","Wigan","Bolton",55,1071,355,55,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"56","Wigan","Bolton",56,1071,355,56,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"57","Wigan","Bolton",57,1071,355,57,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"58","Wigan","Bolton",58,1071,355,58,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"59","Wigan","Bolton",59,1071,355,59,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"60","Wigan","Bolton",60,1071,355,60,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"61","Wigan","Bolton",61,1071,355,61,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"62","Wigan","Bolton",62,1071,355,62,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"63","Wigan","Bolton",63,1071,355,63,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"64","Wigan","Bolton",64,1071,355,64,0,1,2,2,0,0,0,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"65","Wigan","Bolton",65,1071,355,65,0,1,2,2,0,0,1,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"66","Wigan","Bolton",66,1071,355,66,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"67","Wigan","Bolton",67,1071,355,67,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"68","Wigan","Bolton",68,1071,355,68,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"69","Wigan","Bolton",69,1071,355,69,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"70","Wigan","Bolton",70,1071,355,70,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"71","Wigan","Bolton",71,1071,355,71,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"72","Wigan","Bolton",72,1071,355,72,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"73","Wigan","Bolton",73,1071,355,73,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"74","Wigan","Bolton",74,1071,355,74,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"75","Wigan","Bolton",75,1071,355,75,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"76","Wigan","Bolton",76,1071,355,76,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"77","Wigan","Bolton",77,1071,355,77,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"78","Wigan","Bolton",78,1071,355,78,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"79","Wigan","Bolton",79,1071,355,79,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"80","Wigan","Bolton",80,1071,355,80,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"81","Wigan","Bolton",81,1071,355,81,0,1,2,2,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"82","Wigan","Bolton",82,1071,355,82,0,1,2,3,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"83","Wigan","Bolton",83,1071,355,83,0,1,2,3,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"84","Wigan","Bolton",84,1071,355,84,0,1,2,3,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"85","Wigan","Bolton",85,1071,355,85,0,1,2,3,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"86","Wigan","Bolton",86,1071,355,86,0,1,2,3,0,0,2,1,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"87","Wigan","Bolton",87,1071,355,87,0,1,2,3,0,0,2,2,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"88","Wigan","Bolton",88,1071,355,88,0,1,2,3,0,0,3,2,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"89","Wigan","Bolton",89,1071,355,89,0,1,2,3,0,0,3,2,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
"90","Wigan","Bolton",90,1071,355,90,0,1,2,3,0,0,3,2,0,0,"AWAY",10,10,19,7,2,10,22,-5,23,8,8,19,7,4,8,23,1,25
